Date,Holiday,Weekend,Temperature,Bookings,Events,Occupancy,GuestCount
2021-12-25,1,1,27.0,414,0,88,663
2021-12-26,0,1,23.4,331,1,72,602
2021-12-27,0,0,33.5,179,0,36,357
2021-12-28,0,0,34.9,179,0,33,275
2021-12-29,0,0,18.1,166,0,28,309
2021-12-30,0,0,24.0,194,0,38,361
2021-12-31,1,0,26.5,279,0,57,473
2022-01-01,1,1,31.7,398,0,85,713
2022-01-02,0,1,35.1,295,0,55,470
2022-01-03,0,0,19.1,198,0,35,351
2022-01-04,0,0,32.3,168,0,31,292
2022-01-05,0,0,33.2,180,0,32,336
2022-01-06,0,0,22.1,149,0,26,269
2022-01-07,0,0,27.2,156,0,29,306
2022-01-08,0,1,32.7,281,0,61,544
2022-01-09,0,1,34.6,297,0,59,522
2022-01-10,0,0,19.4,191,0,34,347
2022-01-11,0,0,24.1,218,0,41,379
2022-01-12,0,0,34.7,155,0,28,274
2022-01-13,0,0,28.9,188,0,39,326
2022-01-14,0,0,21.4,158,0,35,306
2022-01-15,0,1,30.3,281,0,53,483
2022-01-16,0,1,35.1,353,1,79,679
2022-01-17,0,0,21.0,153,0,28,251
2022-01-18,0,0,32.1,140,0,31,229
2022-01-19,0,0,19.3,174,0,37,309
2022-01-20,0,0,28.7,155,0,29,250
2022-01-21,0,0,30.4,170,0,30,313
2022-01-22,0,1,27.0,231,0,41,357
2022-01-23,0,1,31.8,247,0,48,466
2022-01-24,0,0,22.6,140,0,23,219
2022-01-25,0,0,23.8,176,0,40,320
2022-01-26,0,0,26.5,190,0,38,320
2022-01-27,0,0,18.9,191,0,42,305
2022-01-28,0,0,34.9,207,0,36,367
2022-01-29,0,1,26.8,238,0,49,370
2022-01-30,0,1,22.8,287,0,62,471
2022-01-31,0,0,35.3,223,1,49,412
2022-02-01,0,0,22.7,295,1,63,462
2022-02-02,0,0,18.1,170,0,30,294
2022-02-03,0,0,24.1,147,0,27,262
2022-02-04,0,0,27.3,196,0,40,313
2022-02-05,0,1,22.5,276,0,56,497
2022-02-06,0,1,27.4,231,0,43,384
2022-02-07,0,0,32.8,228,1,54,443
2022-02-08,0,0,27.7,218,0,45,338
2022-02-09,0,0,32.1,204,0,39,363
2022-02-10,0,0,29.3,145,0,32,282
2022-02-11,0,0,22.2,157,0,29,240
2022-02-12,0,1,35.0,250,0,50,400
2022-02-13,0,1,33.8,291,0,56,525
2022-02-14,1,0,20.0,338,0,74,517
2022-02-15,0,0,25.9,162,0,34,264
2022-02-16,0,0,28.0,217,0,43,398
2022-02-17,0,0,28.9,223,1,47,435
2022-02-18,0,0,19.4,143,0,34,281
2022-02-19,0,1,26.9,291,0,63,554
2022-02-20,0,1,31.8,275,0,55,497
2022-02-21,0,0,26.7,167,0,38,286
2022-02-22,0,0,30.4,150,0,31,290
2022-02-23,0,0,22.2,203,0,41,396
2022-02-24,0,0,24.5,158,0,28,258
2022-02-25,0,0,32.3,199,0,42,353
2022-02-26,0,1,29.8,230,0,49,454
2022-02-27,0,1,30.7,258,0,51,509
2022-02-28,0,0,35.1,160,0,34,271
2022-03-01,0,0,34.5,189,0,41,297
2022-03-02,0,0,21.1,151,0,33,263
2022-03-03,0,0,24.6,177,0,35,306
2022-03-04,0,0,35.4,180,0,39,273
2022-03-05,0,1,27.7,238,0,45,416
2022-03-06,0,1,28.1,265,0,58,498
2022-03-07,0,0,28.3,193,0,36,347
2022-03-08,0,0,26.3,158,0,32,273
2022-03-09,0,0,23.3,145,0,26,278
2022-03-10,0,0,20.9,145,0,34,283
2022-03-11,0,0,27.9,178,0,36,333
2022-03-12,0,1,25.8,288,0,54,558
2022-03-13,0,1,29.1,250,0,50,397
2022-03-14,0,0,29.2,156,0,29,304
2022-03-15,0,0,24.3,216,0,47,414
2022-03-16,0,0,24.3,220,0,40,361
2022-03-17,0,0,23.1,171,0,35,294
2022-03-18,0,0,34.9,200,0,40,330
2022-03-19,0,1,27.4,235,0,52,415
2022-03-20,0,1,23.0,257,0,46,473
2022-03-21,0,0,30.3,163,0,35,245
2022-03-22,0,0,31.0,183,0,39,321
2022-03-23,0,0,31.4,213,0,40,347
2022-03-24,0,0,23.8,202,0,40,357
2022-03-25,0,0,32.7,213,0,42,393
2022-03-26,0,1,24.3,273,0,59,504
2022-03-27,0,1,29.5,296,0,64,546
2022-03-28,0,0,24.6,298,1,64,466
2022-03-29,0,0,35.5,153,0,26,241
2022-03-30,0,0,26.1,208,0,37,351
2022-03-31,0,0,35.9,190,0,41,370
2022-04-01,0,0,19.8,184,0,33,284
2022-04-02,0,1,31.1,261,0,49,519
2022-04-03,0,1,18.4,256,0,46,412
2022-04-04,0,0,31.4,184,0,35,343
2022-04-05,0,0,26.0,157,0,33,247
2022-04-06,0,0,20.5,212,0,43,361
2022-04-07,0,0,29.6,176,0,30,325
2022-04-08,0,0,18.7,156,0,32,234
2022-04-09,0,1,25.4,238,0,47,390
2022-04-10,0,1,19.3,369,1,83,660
2022-04-11,0,0,18.9,204,0,44,356
2022-04-12,0,0,33.6,240,1,48,390
2022-04-13,0,0,34.3,211,0,42,349
2022-04-14,0,0,19.3,156,0,35,258
2022-04-15,0,0,27.3,218,0,42,332
2022-04-16,0,1,21.8,310,0,63,608
2022-04-17,0,1,31.8,293,0,55,456
2022-04-18,0,0,22.5,153,0,28,275
2022-04-19,0,0,24.6,151,0,27,289
2022-04-20,0,0,31.8,204,0,45,405
2022-04-21,0,0,18.2,165,0,31,250
2022-04-22,0,0,35.8,294,1,65,480
2022-04-23,0,1,31.9,255,0,49,476
2022-04-24,0,1,26.3,244,0,48,390
2022-04-25,0,0,33.6,291,1,61,488
2022-04-26,0,0,19.3,194,0,34,293
2022-04-27,0,0,29.6,140,0,32,216
2022-04-28,0,0,26.2,168,0,32,326
2022-04-29,0,0,27.6,151,0,30,250
2022-04-30,0,1,30.0,267,0,50,407
2022-05-01,0,1,34.0,304,0,60,500
2022-05-02,0,0,25.5,150,0,28,240
2022-05-03,0,0,28.2,189,0,41,335
2022-05-04,0,0,18.9,213,0,44,357
2022-05-05,0,0,35.6,217,0,47,348
2022-05-06,0,0,29.0,207,0,45,328
2022-05-07,0,1,21.1,309,0,62,506
2022-05-08,0,1,32.5,256,0,47,497
2022-05-09,0,0,23.5,184,0,42,346
2022-05-10,0,0,29.8,186,0,34,325
2022-05-11,0,0,33.8,171,0,34,298
2022-05-12,0,0,22.8,219,0,41,363
2022-05-13,0,0,22.8,263,1,60,444
2022-05-14,0,1,34.6,239,0,45,461
2022-05-15,0,1,26.4,289,0,54,505
2022-05-16,0,0,24.8,168,0,38,321
2022-05-17,0,0,19.6,148,0,26,283
2022-05-18,0,0,33.4,200,0,45,325
2022-05-19,0,0,26.7,211,0,40,389
2022-05-20,0,0,32.2,216,0,45,346
2022-05-21,0,1,35.4,268,0,57,486
2022-05-22,0,1,24.2,276,0,54,428
2022-05-23,0,0,26.3,142,0,27,222
2022-05-24,0,0,26.5,214,0,45,376
2022-05-25,0,0,18.3,185,0,37,315
2022-05-26,0,0,20.6,153,0,29,238
2022-05-27,0,0,31.6,205,0,44,377
2022-05-28,0,1,23.0,256,0,52,436
2022-05-29,0,1,33.4,275,0,51,508
2022-05-30,0,0,30.3,146,0,31,234
2022-05-31,0,0,27.5,140,0,32,231
2022-06-01,0,0,32.7,216,0,40,413
2022-06-02,0,0,30.4,198,0,37,358
2022-06-03,0,0,21.9,149,0,32,241
2022-06-04,0,1,22.7,258,0,53,422
2022-06-05,0,1,31.2,236,0,46,362
2022-06-06,0,0,27.1,195,0,43,337
2022-06-07,0,0,34.0,186,0,33,330
2022-06-08,0,0,30.4,170,0,38,324
2022-06-09,0,0,24.0,273,1,56,500
2022-06-10,0,0,28.7,172,0,29,271
2022-06-11,0,1,18.6,237,0,46,436
2022-06-12,0,1,24.1,299,0,60,537
2022-06-13,0,0,33.5,206,0,43,398
2022-06-14,0,0,20.1,156,0,30,286
2022-06-15,0,0,21.5,174,0,30,273
2022-06-16,0,0,20.7,206,0,40,314
2022-06-17,0,0,20.2,159,0,30,270
2022-06-18,0,1,27.2,236,0,48,443
2022-06-19,0,1,19.0,245,0,51,464
2022-06-20,0,0,32.0,203,0,37,317
2022-06-21,0,0,29.7,145,0,24,264
2022-06-22,0,0,20.2,209,0,47,368
2022-06-23,0,0,20.1,205,0,45,323
2022-06-24,0,0,19.7,141,0,25,233
2022-06-25,0,1,22.4,255,0,48,402
2022-06-26,0,1,21.8,259,0,57,422
2022-06-27,0,0,25.5,217,0,43,384
2022-06-28,0,0,26.6,166,0,37,250
2022-06-29,0,0,19.9,192,0,42,308
2022-06-30,0,0,32.8,179,0,41,283
2022-07-01,0,0,25.7,193,0,42,324
2022-07-02,0,1,20.4,278,0,59,435
2022-07-03,0,1,27.3,231,0,47,441
2022-07-04,1,0,18.8,327,0,70,518
2022-07-05,0,0,21.1,178,0,37,323
2022-07-06,0,0,33.8,185,0,39,298
2022-07-07,0,0,22.6,145,0,34,283
2022-07-08,0,0,25.3,208,0,44,331
2022-07-09,0,1,20.5,239,0,50,429
2022-07-10,0,1,24.9,301,0,62,581
2022-07-11,0,0,35.3,188,0,40,357
2022-07-12,0,0,24.2,185,0,37,347
2022-07-13,0,0,31.8,154,0,31,253
2022-07-14,0,0,23.3,296,1,58,476
2022-07-15,0,0,18.5,206,0,42,391
2022-07-16,0,1,26.8,259,0,57,392
2022-07-17,0,1,24.7,293,0,61,472
2022-07-18,0,0,23.9,165,0,37,259
2022-07-19,0,0,33.8,157,0,27,295
2022-07-20,0,0,19.6,154,0,30,262
2022-07-21,0,0,33.3,167,0,34,284
2022-07-22,0,0,21.9,206,0,44,395
2022-07-23,0,1,26.8,270,0,51,498
2022-07-24,0,1,29.1,289,0,59,514
2022-07-25,0,0,23.2,166,0,29,304
2022-07-26,0,0,33.8,152,0,26,229
2022-07-27,0,0,33.6,159,0,36,285
2022-07-28,0,0,28.3,163,0,38,321
2022-07-29,0,0,23.1,209,0,38,403
2022-07-30,0,1,28.5,286,0,58,490
2022-07-31,0,1,27.8,289,0,57,510
2022-08-01,0,0,26.9,163,0,31,284
2022-08-02,0,0,24.1,167,0,31,290
2022-08-03,0,0,20.3,197,0,40,356
2022-08-04,0,0,30.7,163,0,38,248
2022-08-05,0,0,30.2,188,0,40,354
2022-08-06,0,1,26.7,285,0,58,455
2022-08-07,0,1,32.1,306,0,65,567
2022-08-08,0,0,19.4,179,0,40,290
2022-08-09,0,0,19.3,214,0,41,391
2022-08-10,0,0,35.3,199,0,39,339
2022-08-11,0,0,22.5,198,0,39,356
2022-08-12,0,0,19.7,188,0,38,374
2022-08-13,0,1,26.5,279,0,52,546
2022-08-14,0,1,24.1,247,0,53,435
2022-08-15,0,0,24.0,163,0,31,269
2022-08-16,0,0,26.8,274,1,58,536
2022-08-17,0,0,33.2,199,0,39,368
2022-08-18,0,0,19.7,202,0,43,315
2022-08-19,0,0,28.0,162,0,36,275
2022-08-20,0,1,33.7,267,0,57,429
2022-08-21,0,1,23.6,279,0,54,486
2022-08-22,0,0,26.5,179,0,34,323
2022-08-23,0,0,21.9,144,0,33,264
2022-08-24,0,0,30.2,143,0,29,265
2022-08-25,0,0,23.9,199,0,37,343
2022-08-26,0,0,23.0,209,0,44,377
2022-08-27,0,1,20.9,243,0,46,401
2022-08-28,0,1,35.4,292,0,53,559
2022-08-29,0,0,23.8,172,0,31,279
2022-08-30,0,0,23.8,267,1,61,512
2022-08-31,0,0,22.5,157,0,29,310
2022-09-01,0,0,30.6,196,0,41,362
2022-09-02,0,0,31.5,163,0,36,269
2022-09-03,0,1,36.0,310,0,58,528
2022-09-04,0,1,24.0,288,0,55,536
2022-09-05,0,0,19.6,211,0,47,352
2022-09-06,0,0,30.3,216,0,47,407
2022-09-07,0,0,18.3,169,0,33,310
2022-09-08,0,0,32.7,220,0,49,381
2022-09-09,0,0,19.7,211,0,42,370
2022-09-10,0,1,18.9,251,0,47,418
2022-09-11,0,1,32.5,353,1,80,561
2022-09-12,0,0,35.4,206,0,44,346
2022-09-13,0,0,35.9,186,0,41,351
2022-09-14,0,0,30.4,149,0,34,291
2022-09-15,0,0,23.1,186,0,39,307
2022-09-16,0,0,22.3,165,0,28,309
2022-09-17,0,1,25.2,303,0,59,459
2022-09-18,0,1,34.5,363,1,80,622
2022-09-19,0,0,26.6,182,0,33,318
2022-09-20,0,0,28.8,146,0,30,251
2022-09-21,0,0,28.7,145,0,24,245
2022-09-22,0,0,25.9,170,0,36,312
2022-09-23,0,0,21.9,272,1,54,476
2022-09-24,0,1,29.8,293,0,57,479
2022-09-25,0,1,27.8,310,0,66,617
2022-09-26,0,0,24.6,184,0,38,284
2022-09-27,0,0,29.7,151,0,33,231
2022-09-28,0,0,29.6,212,0,41,335
2022-09-29,0,0,35.1,190,0,38,342
2022-09-30,0,0,27.7,187,0,34,362
2022-10-01,0,1,28.1,253,0,46,386
2022-10-02,0,1,21.0,274,0,52,437
2022-10-03,0,0,34.8,185,0,33,336
2022-10-04,0,0,25.1,168,0,38,302
2022-10-05,0,0,22.3,181,0,32,295
2022-10-06,0,0,33.9,195,0,35,375
2022-10-07,0,0,22.1,254,1,57,459
2022-10-08,0,1,18.5,269,0,57,438
2022-10-09,0,1,23.5,276,0,60,446
2022-10-10,0,0,30.0,143,0,27,263
2022-10-11,0,0,21.3,204,0,37,360
2022-10-12,0,0,31.2,167,0,36,281
2022-10-13,0,0,30.3,187,0,33,371
2022-10-14,0,0,22.7,214,0,47,409
2022-10-15,0,1,32.0,291,0,56,541
2022-10-16,0,1,25.9,296,0,57,566
2022-10-17,0,0,19.4,293,1,58,447
2022-10-18,0,0,26.5,291,1,62,536
2022-10-19,0,0,20.3,260,1,61,496
2022-10-20,0,0,35.3,164,0,30,263
2022-10-21,0,0,21.0,213,0,47,370
2022-10-22,0,1,25.5,258,0,55,488
2022-10-23,0,1,20.3,333,1,67,546
2022-10-24,0,0,29.8,151,0,27,285
2022-10-25,0,0,26.7,170,0,30,335
2022-10-26,0,0,27.3,295,1,68,502
2022-10-27,0,0,31.7,174,0,31,322
2022-10-28,0,0,30.1,273,1,54,450
2022-10-29,0,1,27.7,344,1,78,582
2022-10-30,0,1,30.1,299,0,64,560
2022-10-31,1,0,34.3,298,0,67,530
2022-11-01,0,0,21.2,184,0,40,281
2022-11-02,0,0,31.8,213,0,44,350
2022-11-03,0,0,24.9,159,0,27,269
2022-11-04,0,0,32.9,155,0,26,294
2022-11-05,0,1,35.8,286,0,57,438
2022-11-06,0,1,33.8,279,0,53,422
2022-11-07,0,0,31.5,182,0,34,290
2022-11-08,0,0,34.1,213,0,44,388
2022-11-09,0,0,29.3,200,0,41,336
2022-11-10,0,0,19.1,181,0,31,304
2022-11-11,0,0,27.7,280,1,63,478
2022-11-12,0,1,30.5,268,0,57,459
2022-11-13,0,1,26.9,259,0,49,405
2022-11-14,0,0,33.2,185,0,35,357
2022-11-15,0,0,20.1,211,0,38,359
2022-11-16,0,0,33.3,210,0,44,412
2022-11-17,0,0,35.4,219,0,43,412
2022-11-18,0,0,23.7,146,0,33,223
2022-11-19,0,1,18.4,356,1,74,664
2022-11-20,0,1,21.9,356,1,76,542
2022-11-21,0,0,32.4,174,0,33,280
2022-11-22,0,0,29.9,160,0,32,268
2022-11-23,0,0,19.4,150,0,34,294
2022-11-24,0,0,20.7,169,0,34,334
2022-11-25,1,0,28.6,307,0,70,544
2022-11-26,0,1,19.0,302,0,64,544
2022-11-27,0,1,21.2,260,0,50,505
2022-11-28,0,0,28.6,213,0,45,382
2022-11-29,0,0,23.5,172,0,37,288
2022-11-30,0,0,35.2,185,0,42,280
2022-12-01,0,0,23.2,173,0,37,285
2022-12-02,0,0,19.8,166,0,29,328
2022-12-03,0,1,29.8,264,0,58,423
2022-12-04,0,1,35.8,345,1,73,557
2022-12-05,0,0,24.3,237,1,54,441
2022-12-06,0,0,35.2,149,0,30,267
2022-12-07,0,0,23.3,206,0,45,395
2022-12-08,0,0,27.1,157,0,35,309
2022-12-09,0,0,22.5,193,0,39,333
2022-12-10,0,1,21.4,281,0,56,426
2022-12-11,0,1,24.7,254,0,51,394
2022-12-12,0,0,25.1,152,0,29,242
2022-12-13,0,0,31.8,217,0,48,331
2022-12-14,0,0,18.5,141,0,27,215
2022-12-15,0,0,19.3,210,0,39,336
2022-12-16,0,0,29.7,150,0,35,268
2022-12-17,0,1,23.8,283,0,62,551
2022-12-18,0,1,28.8,235,0,43,407
2022-12-19,0,0,22.6,212,0,40,423
2022-12-20,0,0,19.5,143,0,29,243
2022-12-21,0,0,27.8,178,0,33,303
2022-12-22,0,0,19.9,159,0,30,265
2022-12-23,0,0,31.0,165,0,30,253
2022-12-24,1,1,22.7,370,0,74,734
2022-12-25,1,1,33.4,397,0,84,661
2022-12-26,0,0,28.8,180,0,31,270
2022-12-27,0,0,25.5,143,0,26,229
2022-12-28,0,0,23.3,172,0,39,319
2022-12-29,0,0,31.1,197,0,36,363
2022-12-30,0,0,19.6,170,0,30,296
2022-12-31,1,1,31.2,429,0,93,752
2023-01-01,1,1,32.6,378,0,84,584
2023-01-02,0,0,27.0,160,0,36,306
2023-01-03,0,0,35.2,246,1,58,371
2023-01-04,0,0,26.0,182,0,38,303
2023-01-05,0,0,33.4,144,0,31,250
2023-01-06,0,0,19.8,162,0,29,321
2023-01-07,0,1,19.0,302,0,65,559
2023-01-08,0,1,33.8,280,0,58,530
2023-01-09,0,0,22.6,199,0,39,335
2023-01-10,0,0,22.6,156,0,32,271
2023-01-11,0,0,31.0,151,0,34,231
2023-01-12,0,0,23.5,179,0,35,356
2023-01-13,0,0,24.9,189,0,42,363
2023-01-14,0,1,19.7,286,0,62,566
2023-01-15,0,1,26.8,296,0,63,480
2023-01-16,0,0,25.2,223,1,51,389
2023-01-17,0,0,30.4,198,0,38,362
2023-01-18,0,0,32.5,176,0,32,278
2023-01-19,0,0,35.6,181,0,31,360
2023-01-20,0,0,32.2,201,0,42,389
2023-01-21,0,1,31.6,310,0,63,532
2023-01-22,0,1,31.0,274,0,53,428
2023-01-23,0,0,24.2,184,0,32,289
2023-01-24,0,0,30.3,170,0,33,272
2023-01-25,0,0,24.1,234,1,47,424
2023-01-26,0,0,31.6,213,0,47,370
2023-01-27,0,0,33.8,173,0,36,322
2023-01-28,0,1,31.5,282,0,51,464
2023-01-29,0,1,22.3,235,0,52,468
2023-01-30,0,0,30.1,247,1,53,381
2023-01-31,0,0,31.6,225,1,46,365
2023-02-01,0,0,28.7,203,0,37,357
2023-02-02,0,0,34.1,190,0,40,347
2023-02-03,0,0,29.0,218,0,45,411
2023-02-04,0,1,27.0,283,0,55,505
2023-02-05,0,1,22.6,302,0,60,576
2023-02-06,0,0,30.3,184,0,38,348
2023-02-07,0,0,27.5,205,0,44,350
2023-02-08,0,0,21.8,152,0,34,230
2023-02-09,0,0,20.4,152,0,27,247
2023-02-10,0,0,28.9,206,0,41,404
2023-02-11,0,1,30.0,259,0,51,516
2023-02-12,0,1,20.1,279,0,55,419
2023-02-13,0,0,32.5,173,0,38,281
2023-02-14,1,0,27.8,283,0,62,469
2023-02-15,0,0,30.0,184,0,42,291
2023-02-16,0,0,24.0,210,0,46,365
2023-02-17,0,0,19.9,209,0,43,412
2023-02-18,0,1,24.8,349,1,78,629
2023-02-19,0,1,33.9,290,0,55,442
2023-02-20,0,0,31.4,179,0,41,326
2023-02-21,0,0,19.5,220,0,40,390
2023-02-22,0,0,29.3,162,0,36,300
2023-02-23,0,0,26.3,191,0,36,335
2023-02-24,0,0,35.8,173,0,35,276
2023-02-25,0,1,29.6,268,0,58,423
2023-02-26,0,1,20.8,280,0,57,476
2023-02-27,0,0,24.1,182,0,41,325
2023-02-28,0,0,35.4,180,0,36,336
2023-03-01,0,0,29.4,156,0,34,268
2023-03-02,0,0,33.7,164,0,28,248
2023-03-03,0,0,19.9,167,0,38,303
2023-03-04,0,1,21.3,290,0,59,515
2023-03-05,0,1,34.1,254,0,47,499
2023-03-06,0,0,27.6,150,0,26,283
2023-03-07,0,0,32.4,161,0,28,262
2023-03-08,0,0,32.5,165,0,30,258
2023-03-09,0,0,34.8,147,0,29,240
2023-03-10,0,0,31.2,184,0,36,332
2023-03-11,0,1,19.4,295,0,54,528
2023-03-12,0,1,24.4,272,0,55,465
2023-03-13,0,0,31.5,223,1,50,385
2023-03-14,0,0,34.0,168,0,29,324
2023-03-15,0,0,32.2,194,0,44,348
2023-03-16,0,0,27.1,144,0,26,246
2023-03-17,0,0,30.3,140,0,28,232
2023-03-18,0,1,19.5,262,0,50,452
2023-03-19,0,1,20.7,349,1,75,646
2023-03-20,0,0,19.7,187,0,42,339
2023-03-21,0,0,21.9,167,0,30,309
2023-03-22,0,0,34.9,183,0,34,334
2023-03-23,0,0,18.2,206,0,45,373
2023-03-24,0,0,27.3,150,0,31,274
2023-03-25,0,1,24.4,241,0,53,476
2023-03-26,0,1,33.2,242,0,52,441
2023-03-27,0,0,19.5,210,0,47,327
2023-03-28,0,0,32.3,202,0,42,384
2023-03-29,0,0,30.6,179,0,39,308
2023-03-30,0,0,28.4,202,0,45,361
2023-03-31,0,0,34.7,175,0,38,308
2023-04-01,0,1,22.4,267,0,53,467
2023-04-02,0,1,21.7,236,0,49,381
2023-04-03,0,0,27.9,187,0,41,289
2023-04-04,0,0,31.3,180,0,34,318
2023-04-05,0,0,24.9,171,0,34,315
2023-04-06,0,0,35.9,269,1,58,478
2023-04-07,0,0,26.6,152,0,31,248
2023-04-08,0,1,34.9,274,0,54,490
2023-04-09,0,1,22.3,299,0,63,557
2023-04-10,0,0,18.3,212,0,45,410
2023-04-11,0,0,29.1,165,0,29,321
2023-04-12,0,0,26.4,151,0,27,230
2023-04-13,0,0,25.4,163,0,32,259
2023-04-14,0,0,21.6,162,0,37,283
2023-04-15,0,1,21.3,235,0,51,453
2023-04-16,0,1,33.6,272,0,57,457
2023-04-17,0,0,34.5,216,0,41,412
2023-04-18,0,0,35.5,191,0,40,344
2023-04-19,0,0,20.1,176,0,35,320
2023-04-20,0,0,19.5,195,0,44,338
2023-04-21,0,0,25.8,217,0,38,358
2023-04-22,0,1,25.4,303,0,63,477
2023-04-23,0,1,20.1,244,0,45,479
2023-04-24,0,0,35.8,183,0,41,338
2023-04-25,0,0,20.4,142,0,31,223
2023-04-26,0,0,32.2,175,0,34,306
2023-04-27,0,0,33.9,207,0,43,393
2023-04-28,0,0,26.4,179,0,31,306
2023-04-29,0,1,24.5,352,1,71,531
2023-04-30,0,1,19.6,288,0,60,550
2023-05-01,0,0,28.8,186,0,36,292
2023-05-02,0,0,19.5,162,0,34,321
2023-05-03,0,0,28.2,203,0,38,382
2023-05-04,0,0,18.7,174,0,33,311
2023-05-05,0,0,29.9,192,0,42,332
2023-05-06,0,1,34.3,241,0,52,477
2023-05-07,0,1,34.8,298,0,59,570
2023-05-08,0,0,25.6,194,0,36,376
2023-05-09,0,0,20.5,180,0,38,349
2023-05-10,0,0,26.2,212,0,37,339
2023-05-11,0,0,26.8,175,0,31,306
2023-05-12,0,0,31.9,182,0,38,337
2023-05-13,0,1,22.7,263,0,52,402
2023-05-14,0,1,20.5,238,0,48,414
2023-05-15,0,0,23.4,199,0,45,300
2023-05-16,0,0,21.7,200,0,41,374
2023-05-17,0,0,29.9,169,0,38,279
2023-05-18,0,0,24.4,171,0,35,298
2023-05-19,0,0,19.7,218,0,45,401
2023-05-20,0,1,24.8,263,0,51,500
2023-05-21,0,1,28.8,249,0,50,401
2023-05-22,0,0,19.4,150,0,29,242
2023-05-23,0,0,21.7,170,0,37,297
2023-05-24,0,0,21.2,209,0,42,358
2023-05-25,0,0,35.4,141,0,30,267
2023-05-26,0,0,25.3,148,0,27,240
2023-05-27,0,1,26.1,237,0,51,360
2023-05-28,0,1,20.6,253,0,50,402
2023-05-29,0,0,31.7,185,0,33,337
2023-05-30,0,0,19.0,143,0,29,239
2023-05-31,0,0,23.5,162,0,28,290
2023-06-01,0,0,29.6,217,0,41,388
2023-06-02,0,0,31.3,164,0,38,249
2023-06-03,0,1,24.6,301,0,60,557
2023-06-04,0,1,26.5,276,0,52,539
2023-06-05,0,0,29.4,174,0,35,297
2023-06-06,0,0,23.7,218,0,43,355
2023-06-07,0,0,24.5,240,1,50,409
2023-06-08,0,0,23.7,188,0,34,345
2023-06-09,0,0,31.9,154,0,28,285
2023-06-10,0,1,24.4,254,0,53,423
2023-06-11,0,1,18.7,284,0,60,467
2023-06-12,0,0,29.1,188,0,35,282
2023-06-13,0,0,26.3,215,0,43,376
2023-06-14,0,0,26.2,143,0,31,217
2023-06-15,0,0,25.9,164,0,36,327
2023-06-16,0,0,26.7,172,0,38,284
2023-06-17,0,1,30.0,239,0,50,464
2023-06-18,0,1,22.3,262,0,48,433
2023-06-19,0,0,21.7,163,0,32,307
2023-06-20,0,0,18.2,192,0,38,318
2023-06-21,0,0,35.6,200,0,36,354
2023-06-22,0,0,19.5,216,0,38,341
2023-06-23,0,0,19.7,143,0,32,273
2023-06-24,0,1,21.2,385,1,84,669
2023-06-25,0,1,30.7,252,0,47,394
2023-06-26,0,0,19.9,189,0,34,325
2023-06-27,0,0,19.0,189,0,40,341
2023-06-28,0,0,33.6,161,0,32,264
2023-06-29,0,0,23.3,186,0,34,369
2023-06-30,0,0,18.4,218,0,48,382
2023-07-01,0,1,22.0,237,0,51,366
2023-07-02,0,1,18.0,234,0,52,451
2023-07-03,0,0,35.8,164,0,33,279
2023-07-04,1,0,21.7,330,0,71,655
2023-07-05,0,0,23.7,179,0,31,296
2023-07-06,0,0,28.4,184,0,42,320
2023-07-07,0,0,22.4,188,0,40,302
2023-07-08,0,1,23.8,282,0,53,515
2023-07-09,0,1,24.2,293,0,56,496
2023-07-10,0,0,29.8,149,0,30,278
2023-07-11,0,0,19.4,300,1,59,487
2023-07-12,0,0,21.2,232,1,52,399
2023-07-13,0,0,28.3,216,0,41,356
2023-07-14,0,0,20.5,165,0,31,286
2023-07-15,0,1,24.6,263,0,53,426
2023-07-16,0,1,23.8,306,0,64,594
2023-07-17,0,0,21.5,150,0,31,266
2023-07-18,0,0,33.2,154,0,33,255
2023-07-19,0,0,26.6,207,0,44,411
2023-07-20,0,0,20.0,173,0,32,328
2023-07-21,0,0,35.1,233,1,51,443
2023-07-22,0,1,29.0,275,0,56,539
2023-07-23,0,1,32.2,287,0,60,530
2023-07-24,0,0,26.9,188,0,40,307
2023-07-25,0,0,20.0,173,0,30,285
2023-07-26,0,0,31.9,286,1,65,546
2023-07-27,0,0,33.7,205,0,40,352
2023-07-28,0,0,18.2,142,0,32,259
2023-07-29,0,1,33.6,262,0,48,455
2023-07-30,0,1,30.4,370,1,76,697
2023-07-31,0,0,29.0,179,0,34,273
2023-08-01,0,0,26.2,184,0,39,362
2023-08-02,0,0,18.7,192,0,33,331
2023-08-03,0,0,28.6,207,0,40,351
2023-08-04,0,0,23.7,207,0,46,375
2023-08-05,0,1,18.2,266,0,54,437
2023-08-06,0,1,36.0,303,0,62,583
2023-08-07,0,0,32.0,157,0,34,258
2023-08-08,0,0,27.8,166,0,32,256
2023-08-09,0,0,32.4,178,0,37,337
2023-08-10,0,0,34.8,191,0,35,301
2023-08-11,0,0,20.6,219,0,39,372
2023-08-12,0,1,20.6,265,0,52,450
2023-08-13,0,1,29.9,370,1,73,737
2023-08-14,0,0,27.7,176,0,34,274
2023-08-15,0,0,27.3,189,0,36,346
2023-08-16,0,0,34.4,153,0,33,273
2023-08-17,0,0,18.1,253,1,51,402
2023-08-18,0,0,35.1,202,0,44,311
2023-08-19,0,1,18.1,303,0,64,557
2023-08-20,0,1,23.1,285,0,56,482
2023-08-21,0,0,19.8,169,0,31,309
2023-08-22,0,0,31.4,157,0,31,306
2023-08-23,0,0,27.7,242,1,54,399
